,state,city,company,rank,rank_change,revenue,profit,num..of.employees,sector,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker,Market.Cap,lat,lng,ranking_in_groups
1,AL,Birmingham,Regions Financial,446,1,6755,1582,19564,Financials,no,no,no,yes,447,John M. Turner Jr.,https://www.regions.com,RF,8587.8,33.5277,-86.7987,3
2,AL,Birmingham,Encompass Health,583,0,4605,358.7,35690,Health Care,,no,no,yes,NA,Mark J. Tarr,https://www.encompasshealth.com,EHC,8614,33.5277,-86.7987,3
3,AL,Birmingham,Vulcan Materials,551,0,4929.1,617.7,9173,Materials,,no,no,yes,NA,J. Thomas Hill,https://www.vulcanmaterials.com,VMC,14325.2,33.5277,-86.7987,3
4,AR,Bentonville,Walmart,1,0,523964,14881,2200000,Retailing,no,no,no,yes,1,C. Douglas McMillon,https://www.stock.walmart.com,WMT,411690,36.3546,-94.2306,1
5,AR,El Dorado,Murphy USA,262,-5,12101.3,154.8,7250,Retailing,no,no,no,yes,257,R. Andrew Clyde,https://www.murphyusa.com,MUSA,3575,33.2184,-92.664,2
6,AR,El Dorado,Murphy Oil,625,0,4194,1149.7,822,Energy,,no,no,yes,NA,Roger W. Jenkins,https://www.murphyoilcorp.com,MUR,941.4,33.2184,-92.664,4
7,AR,Fort Smith,ArcBest,786,0,2988.3,40,13000,Transportation,,no,yes,yes,NA,Judy R. McReynolds,https://www.arcb.com,ARCB,443.9,35.3493,-94.3695,4
8,AR,Little Rock,Windstream Holdings,543,0,5115.4,-3090,11945,Telecommunications,,no,no,no,NA,Anthony W. Thomas,https://www.windstream.com,WINMQ,2.2,34.7256,-92.3576,3
9,AR,Little Rock,Dillard&#8217;s,468,-10,6343.2,111.1,30400,Retailing,no,no,no,yes,458,William T. Dillard II,https://www.dillards.com,DDS,863.8,34.7256,-92.3576,3
10,AR,Lowell,J.B. Hunt Transport Services,346,8,9165.3,516.3,29056,Transportation,no,no,no,yes,354,John N. Roberts III,https://www.jbhunt.com,JBHT,9800.3,36.2561,-94.1532,2
11,AR,Springdale,Tyson Foods,79,1,42405,2022,141000,"Food, Beverages & Tobacco",no,no,no,yes,80,Dean Banks,https://www.tysonfoods.com,TSN,24169,36.1899,-94.1574,1
12,AZ,Chandler,Microchip Technology,522,0,5349.5,355.9,18286,Technology,,no,no,yes,NA,Ganesh Moorthy,https://www.microchip.com,MCHP,25937,33.2826,-111.8516,3
13,AZ,Phoenix,Pinnacle West Capital,701,0,3471.2,538.3,6210,Energy,,no,no,yes,NA,Jeffrey B Guldner,https://www.pinnaclewest.com,PNW,8521.8,33.5722,-112.0891,4
14,AZ,Phoenix,Knight-Swift Transportation Holdings,560,0,4844,309.2,23700,Transportation,,no,no,yes,NA,David Jackson,https://knight-swift.com,KNX,7031,33.5722,-112.0891,3
15,AZ,Phoenix,ON Semiconductor,512,0,5517.9,211.7,34800,Technology,,no,no,yes,NA,Hassane El-Khoury,https://www.onsemi.com,ON,5113.7,33.5722,-112.0891,3
16,AZ,Phoenix,Avnet,169,-4,19518.6,176.3,15500,Wholesalers,no,no,no,yes,165,Philip R. Gallagher,https://www.avnet.com,AVT,2505.9,33.5722,-112.0891,1
17,AZ,Phoenix,Republic Services,305,9,10299.4,1073.3,36000,Business Services,no,no,no,yes,314,Donald W. Slager,https://www.republicservices.com,RSG,30177,33.5722,-112.0891,2
18,AZ,Phoenix,Freeport-McMoRan,221,-51,14402,-239,27500,Energy,no,no,no,no,170,Richard C. Adkerson,https://fcx.com,FCX,44996,33.5722,-112.0891,2
19,AZ,Phoenix,Magellan Health,432,-15,7159.4,55.9,10100,Health Care,no,no,no,yes,417,Kenneth J. Fasola,https://www.magellanhealth.com,MGLN,1188.2,33.5722,-112.0891,3
20,AZ,Phoenix,Sprouts Farmers Market,502,0,5634.8,149.6,30000,Food & Drug Stores,,no,no,yes,NA,Jack L. Sinclair,https://www.sprouts.com,SFM,2478,33.5722,-112.0891,3
21,AZ,Scottsdale,Taylor Morrison Home,567,0,4762.1,254.7,2300,Engineering & Construction,,no,yes,yes,NA,Sheryl D. Palmer,https://www.taylormorrison.com,TMHC,1478.9,33.6872,-111.8651,3
22,AZ,Scottsdale,Meritage Homes,673,0,3666.9,249.7,1510,Engineering & Construction,,no,no,yes,NA,Phillipe Lord,https://www.meritagehomes.com,MTH,1372.7,33.6872,-111.8651,4
23,AZ,Scottsdale,Carlisle,563,0,4811.6,472.8,14000,Materials,,no,no,yes,NA,D. Christian Koch,https://www.carlisle.com,CSL,6976.9,33.6872,-111.8651,3
24,AZ,Scottsdale,GoDaddy,787,0,2988.1,137,7024,Technology,,no,no,yes,NA,Aman Bhutani,https://www.godaddy.com,GDDY,9988.4,33.6872,-111.8651,4
25,AZ,Tempe,Benchmark Electronics,930,0,2268.1,23.4,10600,Technology,,no,no,yes,NA,Jeffrey W. Benck,https://www.bench.com,BHE,727.9,33.3881,-111.9318,5
26,AZ,Tempe,First Solar,770,0,3063.1,-114.9,6600,Energy,,no,no,no,NA,Mark R. Widmar,https://www.firstsolar.com,FSLR,3802.8,33.3881,-111.9318,4
27,AZ,Tempe,Amkor Technology,639,0,4052.7,120.9,29650,Technology,,no,no,yes,NA,Geil Rutten,https://www.amkor.com,AMKR,1877.8,33.3881,-111.9318,4
28,AZ,Tempe,Carvana,651,0,3939.9,-114.7,7324,Retailing,,yes,no,no,NA,Ernest C. Garcia,https://www.carvana.com,CVNA,8480,33.3881,-111.9318,4
29,AZ,Tempe,Insight Enterprises,409,21,7731.2,159.4,11261,Technology,no,no,no,yes,430,Kenneth T. Lamneck,https://www.insight.com,NSIT,2842,33.3881,-111.9318,3
30,AZ,Tempe,NortonLifeLock,573,0,4731,31,11900,Technology,,no,no,yes,NA,Vincent Pilette,https://www.nortonlifelock.com,NLOK,11233.2,33.3881,-111.9318,3
31,CA,Beverly Hills,Live Nation Entertainment,275,17,11548,69.9,18200,Media,no,no,no,yes,292,Michael Rapino,https://www.livenationentertainment.com,LYV,16009,34.0786,-118.4021,2
32,CA,Burbank,Walt Disney,49,4,69570,11054,223000,Media,no,no,no,yes,53,Robert A. Chapek,https://www.thewaltdisneycompany.com,DIS,315029,34.1879,-118.3235,1
33,CA,Calabasas,ASGN,652,0,3923.9,174.7,4300,Business Services,,no,no,yes,NA,Theodore S. Hanson,https://www.asgn.com,ASGN,1872,34.1375,-118.6689,4
34,CA,Carlsbad,Viasat,972,0,2068.3,-67.6,5600,Technology,,yes,no,no,NA,Richard A. Baldridge,https://www.viasat.com,VSAT,2231.7,33.1247,-117.2837,5
35,CA,Corona,Monster Beverage,624,0,4200.8,1107.8,3092,"Food, Beverages & Tobacco",,no,no,yes,NA,Rodney C. Sacks/Hilton H. Schlosberg,https://www.monsterbevcorp.com,MNST,30205.8,33.8616,-117.5649,4
36,CA,Corte Madera,RH,850,0,2647.4,220.4,4750,Retailing,,no,no,yes,NA,Gary G. Friedman,https://www.rh.com,RH,1932.9,37.9238,-122.5129,5
37,CA,Cupertino,Apple,4,-1,260174,55256,137000,Technology,no,no,no,yes,3,Timothy D. Cook,https://www.apple.com,AAPL,2221176,37.3168,-122.0465,1
38,CA,Dublin,TriNet Group,657,0,3856,212,2900,Business Services,,no,no,yes,NA,Burton M. Goldfield,https://www.trinet.com,TNET,2589.1,37.7161,-121.8963,4
39,CA,Dublin,Ross Stores,202,7,16039.1,1660.9,92500,Retailing,no,no,yes,yes,209,Barbara Rentler,https://www.rossstores.com,ROST,30952.3,37.7161,-121.8963,2
40,CA,El Segundo,A-Mark Precious Metals,565,0,4783.2,2.2,183,Materials,,no,no,yes,NA,Gregory N. Roberts,https://www.amark.com,AMRK,86.3,33.9169,-118.4021,3
41,CA,El Segundo,Mattel,593,0,4504.6,-213.5,24000,Household Products,,no,no,no,NA,Ynon Kreiz,https://www.mattel.com,MAT,3055.9,33.9169,-118.4021,3
42,CA,Emeryville,Grocery Outlet Holding,865,0,2559.6,15.4,765,Food & Drug Stores,,no,no,yes,NA,Eric J. Lindberg Jr.,https://www.groceryoutlet.com,GO,3087.2,37.8382,-122.2932,5
43,CA,Foster City,Gilead Sciences,140,-1,22449,5386,11800,Health Care,no,no,no,yes,139,Daniel P. O'Day,https://www.gilead.com,GILD,94124,37.5553,-122.2659,1
44,CA,Fremont,Synnex,130,28,23757.3,500.7,240900,Wholesalers,no,no,no,yes,158,Dennis Polk,https://www.synnexcorp.com,SNX,4629,37.5265,-121.9852,1
45,CA,Fremont,Lam Research,331,-44,9653.6,2191.4,10700,Technology,no,no,no,yes,287,Timothy M. Archer,https://www.lamresearch.com,LRCX,81078,37.5265,-121.9852,2
46,CA,Glendale,Public Storage,813,0,2846.8,1520.5,5900,Financials,,no,no,yes,NA,Joseph D. Russell Jr.,https://www.publicstorage.com,PSA,34684.6,34.1818,-118.2468,5
47,CA,Glendale,Avery Dennison,435,-10,7070.1,303.6,30000,Materials,no,no,no,yes,425,Mitchell R. Butier,https://www.averydennison.com,AVY,8485.4,34.1818,-118.2468,3
48,CA,Goleta,Deckers Outdoor,989,0,2020.4,264.3,3500,Apparel,,no,no,yes,NA,David Powers,https://www.deckers.com,DECK,3750.3,34.436,-119.8596,5
49,CA,Hercules,Bio-Rad Laboratories,917,0,2311.7,1758.7,8120,Technology,,no,no,yes,NA,Norman D. Schwartz,https://www.bio-rad.com,BIO,10490.6,38.0064,-122.2564,5
50,CA,Irvine,Edwards Lifesciences,613,0,4348,1046.9,13900,Health Care,,no,no,yes,NA,Michael A. Mussallem,https://www.edwards.com,EW,39105.8,33.6772,-117.7738,4
51,CA,Irvine,Healthpeak Properties,998,0,1997.4,45.5,204,Financials,,no,no,yes,NA,Thomas M. Herzog,https://www.hcpi.com,PEAK,12059.3,33.6772,-117.7738,5
52,CA,Irvine,Skyworks Solutions,714,0,3376.8,853.6,9000,Technology,,no,no,yes,NA,Liam K. Griffin,https://www.skyworksinc.com,SWKS,15155.5,33.6772,-117.7738,4
53,CA,Irvine,TRI Pointe Group,766,0,3083,207.2,1386,Engineering & Construction,,no,no,yes,NA,Douglas F. Bauer,https://www.tripointegroup.com,TPH,1177,33.6772,-117.7738,4
54,CA,Long Beach,Molina Healthcare,193,-25,16829,737,10000,Health Care,no,no,no,yes,168,Joseph M. Zubretsky,https://www.molinahealthcare.com,MOH,8500.8,33.7981,-118.1675,1
55,CA,Los Angeles,Guess,843,0,2678.1,96,15800,Retailing,,no,no,yes,NA,Carlos E. Alberini,https://www.guess.com,GES,444.4,34.1139,-118.4068,5
56,CA,Los Angeles,CBRE Group,128,18,23894.1,1282.4,100000,Financials,no,no,no,yes,146,Robert E. Sulentic,https://www.cbre.com,CBRE,21772,34.1139,-118.4068,1
57,CA,Los Angeles,Colony Capital,840,0,2689.6,-1048.8,400,Financials,,yes,no,no,NA,Marc C. Ganzi,https://www.clny.com,CLNY,852.9,34.1139,-118.4068,5
58,CA,Los Angeles,AECOM,163,-6,20173.3,-261.1,86000,Engineering & Construction,no,no,no,no,157,W. Troy Rudd,https://www.aecom.com,ACM,8085,34.1139,-118.4068,1
59,CA,Los Angeles,Reliance Steel & Aluminum,291,-16,10973.8,701.5,15300,Materials,no,no,no,yes,275,James D. Hoffman,https://www.rsac.com,RS,8189,34.1139,-118.4068,2
60,CA,Los Angeles,Mercury General,646,0,3972.5,320.1,4500,Financials,,no,no,yes,NA,Gabriel Tirador,https://www.mercuryinsurance.com,MCY,2254.2,34.1139,-118.4068,4
61,CA,Los Angeles,Air Lease,992,0,2016.9,587.1,117,Business Services,,no,no,yes,NA,John L. Plueger,https://www.airleasecorp.com,AL,2515.9,34.1139,-118.4068,5
62,CA,Los Angeles,KB Home,591,0,4552.7,268.8,2140,Engineering & Construction,,no,no,yes,NA,Jeffrey T. Mezger,https://www.kbhome.com,KBH,1630.8,34.1139,-118.4068,3
63,CA,Los Gatos,Netflix,164,33,20156.4,1866.9,8600,Media,no,yes,no,yes,197,Reed Hastings/Ted Sarandos,https://www.netflix.com,NFLX,259043,37.2303,-121.956,1
64,CA,Manhattan Beach,Skechers U.S.A.,531,0,5242.5,346.6,8550,Apparel,,yes,no,yes,NA,Robert Greenberg,https://www.skx.com,SKX,3724.9,33.8895,-118.3972,3
65,CA,Menlo Park,Facebook,46,11,70697,18485,44942,Technology,no,yes,no,yes,57,Mark Zuckerberg,https://investor.fb.com,FB,768185,37.4686,-122.1672,1
66,CA,Menlo Park,Robert Half International,482,8,6074.4,454.4,16000,Business Services,no,no,no,yes,490,M. Keith Waddell,https://www.roberthalf.com,RHI,7602,37.4686,-122.1672,3
67,CA,Milpitas,KLA,588,0,4568.9,1175.6,10020,Technology,,no,no,yes,NA,Richard P. Wallace,https://www.kla.com,KLAC,22534.4,37.4339,-121.8921,3
68,CA,Mountain View,Intuit,445,37,6784,1557,9400,Technology,no,no,no,yes,482,Sasan K. Goodarzi,https://www.intuit.com,INTU,102329,37.4,-122.0796,3
69,CA,Mountain View,Synopsys,723,0,3360.7,532.4,13896,Technology,,yes,no,yes,NA,Aart J. de Geus/Chi-Foon Chan,https://www.synopsys.com,SNPS,30028,37.4,-122.0796,4
70,CA,Mountain View,Alphabet,11,4,161857,34343,118899,Technology,no,no,no,yes,15,Sundar Pichai,https://www.abc.xyz,GOOGL,1274139,37.4,-122.0796,1
71,CA,Newport Beach,Pacific Life,269,29,11847,725,3815,Financials,no,no,no,yes,298,James T. Morris,https://www.pacificlife.com,,,33.6151,-117.8669,2
72,CA,Newport Beach,Chipotle Mexican Grill,506,0,5586.4,350.2,83000,"Hotels, Restaurants & Leisure",,no,no,yes,NA,Brian R. Niccol,https://www.chipotle.com,CMG,41429,33.6151,-117.8669,3
73,CA,Oakland,Clorox,474,3,6214,820,8800,Household Products,no,no,yes,yes,477,Linda Rendle,https://www.thecloroxcompany.com,CLX,21673.5,37.7903,-122.2165,3
74,CA,Palo Alto,Tesla,124,20,24578,-862,48016,Motor Vehicles & Parts,no,yes,no,no,144,Elon Musk,https://www.tesla.com,TSLA,806143,37.3913,-122.1468,1
75,CA,Palo Alto,Varian Medical Systems,743,0,3225.1,291.9,10062,Health Care,,no,no,yes,NA,Dow R. Wilson,https://www.varian.com,VAR,9307.8,37.3913,-122.1468,4
76,CA,Palo Alto,HP,58,-3,58756,3152,56000,Technology,no,no,no,yes,55,Enrique J. Lores,https://www8.hp.com,HPQ,32499,37.3913,-122.1468,1
77,CA,Pasadena,Tetra Tech,761,0,3107.3,158.7,20000,Engineering & Construction,,no,no,yes,NA,Dan L. Batrack,https://www.tetratech.com,TTEK,3861.8,34.1597,-118.139,4
78,CA,Pleasanton,Workday,676,0,3627.2,-480.7,12200,Technology,,yes,no,no,NA,Aneel Bhusri,https://www.workday.com,WDAY,54430,37.6663,-121.8805,4
79,CA,Redwood City,Equinix,509,0,5562.1,507.5,8378,Financials,,no,no,yes,NA,Charles J. Meyers,https://www.equinix.com,EQIX,64843,37.5026,-122.2252,3
80,CA,Redwood City,Oracle,82,-1,39506,11083,136000,Technology,no,no,yes,yes,81,Safra A. Catz,https://www.oracle.com,ORCL,170158,37.5026,-122.2252,1
81,CA,Redwood City,Electronic Arts,550,0,4950,1019,9700,Media,,no,no,yes,NA,Andrew Wilson,https://www.ea.com,EA,42236,37.5026,-122.2252,3
82,CA,Rosemead,Edison International,259,-4,12347,1284,12937,Energy,no,no,no,yes,255,Pedro J. Pizarro,https://www.edisoninvestor.com,EIX,19867.6,34.0689,-118.0823,2
83,CA,San Diego,LPL Financial Holdings,503,0,5624.9,559.9,4343,Financials,,no,no,yes,NA,Dan H. Arnold,https://www.lpl.com,LPLA,4305.4,32.8312,-117.1225,3
84,CA,San Diego,Sempra Energy,258,11,12443,2197,13969,Energy,no,no,no,yes,269,Jeffrey W. Martin,https://www.sempra.com,SRE,35542,32.8312,-117.1225,2
85,CA,San Diego,Qualcomm,126,11,24273,4386,37000,Technology,no,no,no,yes,137,Steven M. Mollenkopf,https://www.qualcomm.com,QCOM,186163,32.8312,-117.1225,1
86,CA,San Diego,PriceSmart,744,0,3223.9,73.2,9000,Retailing,,no,yes,yes,NA,Sherry S. Bahrambeygui,https://www.pricesmart.com,PSMT,1608.7,32.8312,-117.1225,4
87,CA,San Diego,Illumina,687,0,3543,1002,7700,Technology,,no,no,yes,NA,Francis deSouza,https://www.illumina.com,ILMN,43917,32.8312,-117.1225,4
88,CA,San Diego,ResMed,858,0,2606.6,404.6,7240,Health Care,,no,no,yes,NA,Michael J. Farrell,https://www.resmed.com,RMD,21300.6,32.8312,-117.1225,5
89,CA,San Francisco,Charles Schwab,271,18,11785,3704,19700,Financials,no,no,no,yes,289,Walter W. Bettinger II,https://www.schwab.com,SCHW,109983,37.7562,-122.443,2
90,CA,San Francisco,Lyft,680,0,3616,-2602.2,5683,Technology,,yes,no,no,NA,Logan Green,https://ww.lyft.com,LYFT,8233.3,37.7562,-122.443,4
91,CA,San Francisco,Wells Fargo,30,-1,103915,19549,259800,Financials,no,no,no,yes,29,Charles W. Scharf,https://www.wellsfargo.com,WFC,99941,37.7562,-122.443,1
92,CA,San Francisco,Digital Realty Trust,746,0,3209.2,579.8,1550,Financials,,no,no,yes,NA,A. William Stein,https://www.digitalrealty.com,DLR,36016.5,37.7562,-122.443,4
93,CA,San Francisco,Salesforce,190,50,17098,126,49000,Technology,no,yes,no,yes,240,Marc R. Benioff,https://www.salesforce.com,CRM,204547,37.7562,-122.443,1
94,CA,San Francisco,First Republic Bank,627,0,4156.7,930.3,4812,Financials,,yes,no,yes,NA,James H. Herbert II,https://www.firstrepublic.com,FRC,14093.5,37.7562,-122.443,4
95,CA,San Francisco,Prologis,727,0,3330.6,1573,1712,Financials,,no,no,yes,NA,Hamid R. Moghadam,https://www.prologis.com,PLD,59400.6,37.7562,-122.443,4
96,CA,San Francisco,Levi Strauss,495,5,5763.1,394.6,15800,Apparel,no,no,no,yes,500,Charles V. Bergh,https://www.levistrauss.com,LEVI,8393,37.7562,-122.443,3
97,CA,San Francisco,Gap,199,-13,16383,351,129000,Retailing,no,no,yes,yes,186,Sonia Syngal,https://www.gapinc.com,GPS,2614,37.7562,-122.443,1
98,CA,San Francisco,Splunk,903,0,2358.9,-336.7,5800,Technology,,no,no,no,NA,Douglas S. Merritt,https://www.splunk.com,SPLK,27923,37.7562,-122.443,5
99,CA,San Francisco,Twitter,704,0,3459.3,1465.7,4900,Technology,,yes,no,yes,NA,Jack Dorsey,https://www.twitter.com,TWTR,35536,37.7562,-122.443,4
100,CA,San Francisco,Williams-Sonoma,489,6,5898,356.1,19300,Retailing,no,no,yes,yes,495,Laura J. Alber,https://www.williams-sonomainc.com,WSM,7238,37.7562,-122.443,3
101,CA,San Francisco,Square,575,0,4713.5,375.4,3835,Business Services,,yes,no,yes,NA,Jack Dorsey,https://www.squareup.com,SQ,88370,37.7562,-122.443,3
102,CA,San Francisco,PG&E,189,-6,17129,-7656,23000,Energy,no,no,yes,no,183,Patricia K. Poppe,https://www.pgecorp.com,PCG,4762.8,37.7562,-122.443,1
103,CA,San Francisco,Uber Technologies,228,0,14147,-8506,26900,Technology,yes,no,no,no,NA,Dara Khosrowshahi,https://www.uber.com,UBER,48226.1,37.7562,-122.443,2
104,CA,San Francisco,Visa,137,16,22977,12080,19500,Business Services,no,no,no,yes,153,Alfred F. Kelly Jr.,https://usa.visa.com,V,496377,37.7562,-122.443,1
105,CA,San Jose,Broadcom,138,12,22597,2724,19000,Technology,no,no,no,yes,150,Hock E. Tan,https://www.broadcom.com,AVGO,94790.5,37.3019,-121.8486,1
106,CA,San Jose,Sanmina,385,44,8233.9,141.5,38500,Technology,no,no,no,yes,429,Jure Sola,https://www.sanmina.com,SANM,1927.2,37.3019,-121.8486,2
107,CA,San Jose,Super Micro Computer,697,0,3500.4,71.9,3670,Technology,,yes,no,yes,NA,Charles Liang,https://www.supermicro.com,SMCI,1090.8,37.3019,-121.8486,4
108,CA,San Jose,Maxim Integrated Products,915,0,2314.3,827.5,7131,Technology,,no,no,yes,NA,,https://www.maximintegrated.com,MXIM,13095.3,37.3019,-121.8486,5
109,CA,San Jose,Hewlett Packard Enterprise,109,-7,29135,1049,61600,Technology,no,no,no,yes,102,Antonio F. Neri,https://www.hpe.com,HPE,15962,37.3019,-121.8486,1
110,CA,San Jose,Cadence Design Systems,910,0,2336.3,989,8078,Technology,,no,no,yes,NA,Lip-Bu Tan,https://www.cadence.com,CDNS,18546.2,37.3019,-121.8486,5
111,CA,San Jose,Cypress Semiconductor,945,0,2205.3,40.4,5871,Technology,,no,no,yes,NA,Robert LeFort,https://www.cypress.com,,8713.4,37.3019,-121.8486,5
112,CA,San Jose,Align Technology,888,0,2406.8,442.8,14530,Health Care,,no,no,yes,NA,Joseph Hogan,https://www.aligntech.com,ALGN,35203,37.3019,-121.8486,5
113,CA,San Jose,Xilinx,772,0,3059,889.8,4433,Technology,,no,no,yes,NA,Victor Peng,https://www.xilinx.com,XLNX,19394.3,37.3019,-121.8486,4
114,CA,San Jose,PayPal Holdings,182,22,17772,2459,23200,Business Services,no,no,no,yes,204,Daniel H. Schulman,https://www.paypal.com,PYPL,286198,37.3019,-121.8486,1
115,CA,San Jose,Western Digital,198,-46,16569,-754,61800,Technology,no,no,no,no,152,David V. Goeckeler,https://www.westerndigital.com,WDC,15766,37.3019,-121.8486,1
116,CA,San Jose,Adobe,285,54,11171.3,2951.5,22634,Technology,no,no,no,yes,339,Shantanu Narayen,https://www.adobe.com,ADBE,224860,37.3019,-121.8486,2
117,CA,San Jose,eBay,295,0,10800,1786,13300,Technology,no,no,no,yes,295,Jamie Iannone,https://www.ebay.com,EBAY,23930.2,37.3019,-121.8486,2
118,CA,San Jose,Cisco Systems,63,1,51904,11621,75900,Technology,no,no,no,yes,64,Charles H. Robbins,https://www.cisco.com,CSCO,191585,37.3019,-121.8486,1
119,CA,San Juan Capistrano,Ensign Group,926,0,2285.6,110.5,24500,Health Care,,no,no,yes,NA,Barry R. Port,https://www.ensigngroup.net,ENSG,2013.3,33.5009,-117.6544,5
120,CA,San Mateo,Franklin Resources,493,-26,5774.5,1195.7,9597,Financials,no,no,yes,yes,467,Jennifer M. Johnson,https://www.franklinresources.com,BEN,8293.2,37.5521,-122.3122,3
121,CA,San Rafael,Autodesk,737,0,3274.3,214.5,10100,Technology,,no,no,yes,NA,Andrew Anagnost,https://www.autodesk.com,ADSK,67854,37.9905,-122.5222,4
122,CA,San Ramon,Cooper,848,0,2653.4,466.7,12000,Health Care,,no,no,yes,NA,Albert G. White III,https://www.coopercos.com,COO,14701.6,37.7625,-121.9365,5
123,CA,San Ramon,Chevron,15,-4,146516,2924,48200,Energy,no,no,no,yes,11,Michael K. Wirth,https://www.chevron.com,CVX,156714,37.7625,-121.9365,1
124,CA,Santa Ana,TTM Technologies,841,0,2689.3,41.3,25700,Technology,,no,no,yes,NA,Thomas T. Edman,https://www.ttm.com,TTMI,1095.6,33.7366,-117.8819,5
125,CA,Santa Ana,First American Financial,476,15,6202.1,707.4,18412,Financials,no,no,no,yes,491,Dennis J. Gilmore,https://www.firstam.com,FAF,4790.6,33.7366,-117.8819,3
126,CA,Santa Ana,Foundation Building Materials,955,0,2154.5,40.2,3500,Wholesalers,,no,no,yes,NA,Ruben D. Mendoza,https://www.fbmsales.com,FBM,444.5,33.7366,-117.8819,5
127,CA,Santa Clara,Arista Networks,886,0,2410.7,859.9,2300,Technology,,no,yes,yes,NA,Jayshree Ullal,https://www.arista.com,ANET,16000,37.3645,-121.968,5
128,CA,Santa Clara,Advanced Micro Devices (AMD),448,12,6731,341,11400,Technology,no,no,yes,yes,460,Lisa T. Su,https://www.amd.com,AMD,106741,37.3645,-121.968,3
129,CA,Santa Clara,Intel,45,-2,71965,21048,110800,Technology,no,no,no,yes,43,Patrick P. Gelsinger,https://www.intel.com,INTC,202996,37.3645,-121.968,1
130,CA,Santa Clara,Avaya Holdings,807,0,2887,-671,7900,Technology,,no,no,no,NA,James M. Chirico Jr.,https://www.avaya.com,AVYA,770.9,37.3645,-121.968,5
131,CA,Santa Clara,Agilent Technologies,537,0,5163,1071,16300,Technology,,no,no,yes,NA,Michael R. McMullen,https://www.agilent.com,A,22177.2,37.3645,-121.968,3
132,CA,Santa Clara,Applied Materials,218,-36,14608,2706,22000,Technology,no,no,no,yes,182,Gary E. Dickerson,https://www.appliedmaterials.com,AMAT,98603,37.3645,-121.968,2
133,CA,Santa Clara,Palo Alto Networks,804,0,2899.6,-81.9,7014,Technology,,no,no,no,NA,Nikesh Arora,https://www.paloaltonetworks.com,PANW,35400,37.3645,-121.968,5
134,CA,Santa Clara,Nvidia,292,-24,10918,2796,13775,Technology,no,yes,no,yes,268,Jensen Huang,https://www.nvidia.com,NVDA,330936,37.3645,-121.968,2
135,CA,Santa Clara,SVB Financial Group,688,0,3530.9,1136.9,3564,Financials,,no,no,yes,NA,Gregory Becker,https://www.svb.com,SIVB,12272,37.3645,-121.968,4
136,CA,Santa Clara,ServiceNow,703,0,3460.4,626.7,10371,Technology,,no,no,yes,NA,William R. McDermott,https://www.servicenow.com,NOW,105782,37.3645,-121.968,4
137,CA,Santa Clarita,California Resources,853,0,2634,-28,1250,Energy,,no,no,no,NA,Mark A. McFarland,https://www.crc.com,CRC,49.4,34.4175,-118.4964,5
138,CA,Santa Monica,Activision Blizzard,463,-58,6489,1503,9200,Media,no,no,no,yes,405,Robert A. Kotick,https://www.activisionblizzard.com,ATVI,73515,34.0232,-118.4813,3
139,CA,Santa Rosa,Keysight Technologies,617,0,4303,621,13600,Technology,,no,no,yes,NA,Ronald S. Nersesian,https://www.keysight.com,KEYS,15681.2,38.4458,-122.7067,4
140,CA,Sunnyvale,NetApp,478,5,6146,1169,10500,Technology,no,no,no,yes,483,George Kurian,https://www.netapp.com,NTAP,9220.9,37.3836,-122.0256,3
141,CA,Sunnyvale,Intuitive Surgical,597,0,4478.5,1379.3,7326,Health Care,,no,no,yes,NA,Gary Guthart,https://www.intuitive.com,ISRG,85902,37.3836,-122.0256,3
142,CA,Sunnyvale,Trimble,738,0,3264.3,514.3,11484,Technology,,no,no,yes,NA,Robert G. Painter,https://www.trimble.com,TRMB,7962.8,37.3836,-122.0256,4
143,CA,Sunnyvale,Juniper Networks,601,0,4445.4,345,9419,Technology,,no,no,yes,NA,Rami Rahim,https://www.juniper.net,JNPR,6326.3,37.3836,-122.0256,4
144,CA,Sunnyvale,Fortinet,954,0,2156.2,326.5,7082,Technology,,yes,no,yes,NA,Ken Xie,https://www.fortinet.com,FTNT,18950,37.3836,-122.0256,5
145,CA,Thousand Oaks,Teledyne Technologies,751,0,3163.6,402.3,11790,Aerospace & Defense,,no,no,yes,NA,Aldo Pichelli,https://www.teledyne.com,TDY,10893.1,34.1914,-118.8755,4
146,CA,Thousand Oaks,Amgen,135,-6,23362,7842,23400,Health Care,no,no,no,yes,129,Robert A. Bradway,https://www.amgen.com,AMGN,119571.5,34.1914,-118.8755,1
147,CA,Walnut Creek,Central Garden & Pet,896,0,2383,92.8,5550,Household Products,,no,no,yes,NA,Timothy P. Cofer,https://www.central.com,CENT,1441.2,37.9024,-122.0398,5
148,CA,Watsonville,Granite Construction,712,0,3389.8,-105.4,4200,Engineering & Construction,,no,no,no,NA,Kyle T. Larkin,https://www.graniteconstruction.com,GVA,709.5,36.9206,-121.7706,4
149,CO,Boulder,Zayo Group Holdings,863,0,2578,150,3781,Telecommunications,,yes,no,yes,NA,Daniel P. Caruso,https://www.zayo.com,,,40.0249,-105.2523,5
150,CO,Broomfield,Ball,279,-8,11474,566,18300,Materials,no,no,no,yes,271,John A. Hayes,https://www.ball.com,BLL,30180,39.9541,-105.0527,2
